area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
modules/sksg,modules/sksg/include/SkSGNode.h,Node,revalidate,16,no,missing,AttributeList_appendNodeIdArray|SkImageFilter_isColorFilterNode|SkPDF_SetNodeId|SkSVGDOM_findNodeById|SkSVGDOM_renderNodeById|SkSVGNode_setAttributeString|SkSVGNode_tag,real_gap,P3,Phase 9 optional,tracked,"const SkRect& revalidate(InvalidationController*, const SkMatrix&);",Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGNode.h,Node,invalidate,16,no,missing,AttributeList_appendNodeIdArray|SkImageFilter_isColorFilterNode|SkPDF_SetNodeId|SkSVGDOM_findNodeById|SkSVGDOM_renderNodeById|SkSVGNode_setAttributeString|SkSVGNode_tag,real_gap,P3,Phase 9 optional,tracked,void invalidate(bool damage = true);,Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,Make,9,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<OpacityEffect> Make(sk_sp<RenderNode> child, float opacity = 1) { return child ? sk_sp<OpacityEffect>(new OpacityEffect(std::move(child), opacity)) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,onRender,9,no,missing,,na,P3,Phase 9 optional,tracked,"void onRender(SkCanvas*, const RenderContext*) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,onNodeAt,9,no,missing,,na,P3,Phase 9 optional,tracked,const RenderNode* onNodeAt(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,onRevalidate,9,no,missing,,na,P3,Phase 9 optional,tracked,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGPaint.h,PaintNode,makePaint,17,no,missing,,real_gap,P3,Phase 9 optional,tracked,SkPaint makePaint() const;,Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGPaint.h,PaintNode,onApplyToPaint,17,no,missing,,na,P3,Phase 9 optional,tracked,virtual void onApplyToPaint(SkPaint*) const = 0;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGPaint.h,Color,Make,49,yes,missing,GrBackendFormat_asMockColorType|GrContextThreadSafeProxy_maxSurfaceSampleCountForColorType|GrRecordingContext_maxSurfaceSampleCountForColorType|SkAndroidCodec_computeOutputColorSpace|SkAndroidCodec_computeOutputColorType|SkBitmap_eraseColor|SkBitmap_eraseColor4f|SkBitmap_eraseColor4fInArea,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Color> Make(SkColor c);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPaint.h,Color,onApplyToPaint,49,no,missing,GrBackendFormat_asMockColorType|GrContextThreadSafeProxy_maxSurfaceSampleCountForColorType|GrRecordingContext_maxSurfaceSampleCountForColorType|SkAndroidCodec_computeOutputColorSpace|SkAndroidCodec_computeOutputColorType|SkBitmap_eraseColor|SkBitmap_eraseColor4f|SkBitmap_eraseColor4fInArea,na,P3,Phase 9 optional,tracked,void onApplyToPaint(SkPaint*) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGPaint.h,ShaderPaint,~ShaderPaint,69,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~ShaderPaint() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGPaint.h,ShaderPaint,Make,69,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<ShaderPaint> Make(sk_sp<Shader>);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPath.h,Path,Make,13,yes,missing,SkCanvas_clipPath|SkCanvas_clipPathWithOp|SkCanvas_clipPathWithOpAA|SkCanvas_drawPath|SkContourMeasureIter_newWithPath|SkCornerPathEffect_Make|SkCornerPathEffect_RegisterFlattenables|SkCornerPathEffect_delete,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Path> Make() { return sk_sp<Path>(new Path(SkPath())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPath.h,Path,Make,13,yes,missing,SkCanvas_clipPath|SkCanvas_clipPathWithOp|SkCanvas_clipPathWithOpAA|SkCanvas_drawPath|SkContourMeasureIter_newWithPath|SkCornerPathEffect_Make|SkCornerPathEffect_RegisterFlattenables|SkCornerPathEffect_delete,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Path> Make(const SkPath& r) { return sk_sp<Path>(new Path(r)); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPath.h,Path,setFillType,13,no,missing,SkCanvas_clipPath|SkCanvas_clipPathWithOp|SkCanvas_clipPathWithOpAA|SkCanvas_drawPath|SkContourMeasureIter_newWithPath|SkCornerPathEffect_Make|SkCornerPathEffect_RegisterFlattenables|SkCornerPathEffect_delete,real_gap,P3,Phase 9 optional,tracked,void setFillType(SkPathFillType fillType) { if (fillType != fPath.getFillType()) { fPath.setFillType(fillType); this->invalidate(); } },Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGPlane.h,Plane,Make,12,yes,missing,SkCodec_getYUVAPlanes|SkImageGenerator_getYUVAPlanes|SkYUVAInfo_NumChannelsInPlane|SkYUVAInfo_NumPlanes|SkYUVAInfo_PlaneDimensions|SkYUVAInfo_PlaneSubsamplingFactors|SkYUVAInfo_numChannelsInPlane|SkYUVAInfo_numPlanes,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Plane> Make() { return sk_sp<Plane>(new Plane()); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,Make,15,yes,missing,SkAnnotation_SkAnnotateRectWithURL|SkCanvas_clipIRect|SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_clipRect|SkCanvas_clipRectWithOp|SkCanvas_clipRectWithOpAA,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Rect> Make() { return sk_sp<Rect>(new Rect(SkRect::MakeEmpty())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,Make,15,yes,missing,SkAnnotation_SkAnnotateRectWithURL|SkCanvas_clipIRect|SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_clipRect|SkCanvas_clipRectWithOp|SkCanvas_clipRectWithOpAA,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Rect> Make(const SkRect& r) { return sk_sp<Rect>(new Rect(r)); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onDraw,15,no,missing,SkAnnotation_SkAnnotateRectWithURL|SkCanvas_clipIRect|SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_clipRect|SkCanvas_clipRectWithOp|SkCanvas_clipRectWithOpAA,na,P3,Phase 9 optional,tracked,"void onDraw(SkCanvas*, const SkPaint&) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onContains,15,no,missing,SkAnnotation_SkAnnotateRectWithURL|SkCanvas_clipIRect|SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_clipRect|SkCanvas_clipRectWithOp|SkCanvas_clipRectWithOpAA,na,P3,Phase 9 optional,tracked,bool onContains(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onRevalidate,15,no,missing,SkAnnotation_SkAnnotateRectWithURL|SkCanvas_clipIRect|SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_clipRect|SkCanvas_clipRectWithOp|SkCanvas_clipRectWithOpAA,na,P3,Phase 9 optional,tracked,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onAsPath,15,no,missing,SkAnnotation_SkAnnotateRectWithURL|SkCanvas_clipIRect|SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_clipRect|SkCanvas_clipRectWithOp|SkCanvas_clipRectWithOpAA,na,P3,Phase 9 optional,tracked,SkPath onAsPath() const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,Make,59,yes,missing,SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_drawDRRect|SkCanvas_drawRRect|SkOverdrawCanvas_onDrawDRRect|SkOverdrawCanvas_onDrawRRect|SkPathBuilder_addRRect,real_gap,P3,Phase 9 optional,tracked,static sk_sp<RRect> Make() { return sk_sp<RRect>(new RRect(SkRRect())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,Make,59,yes,missing,SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_drawDRRect|SkCanvas_drawRRect|SkOverdrawCanvas_onDrawDRRect|SkOverdrawCanvas_onDrawRRect|SkPathBuilder_addRRect,real_gap,P3,Phase 9 optional,tracked,static sk_sp<RRect> Make(const SkRRect& rr) { return sk_sp<RRect>(new RRect(rr)); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onDraw,59,no,missing,SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_drawDRRect|SkCanvas_drawRRect|SkOverdrawCanvas_onDrawDRRect|SkOverdrawCanvas_onDrawRRect|SkPathBuilder_addRRect,na,P3,Phase 9 optional,tracked,"void onDraw(SkCanvas*, const SkPaint&) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onContains,59,no,missing,SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_drawDRRect|SkCanvas_drawRRect|SkOverdrawCanvas_onDrawDRRect|SkOverdrawCanvas_onDrawRRect|SkPathBuilder_addRRect,na,P3,Phase 9 optional,tracked,bool onContains(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onRevalidate,59,no,missing,SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_drawDRRect|SkCanvas_drawRRect|SkOverdrawCanvas_onDrawDRRect|SkOverdrawCanvas_onDrawRRect|SkPathBuilder_addRRect,na,P3,Phase 9 optional,tracked,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onAsPath,59,no,missing,SkCanvas_clipRRect|SkCanvas_clipRRectWithOp|SkCanvas_clipRRectWithOpAA|SkCanvas_drawDRRect|SkCanvas_drawRRect|SkOverdrawCanvas_onDrawDRRect|SkOverdrawCanvas_onDrawRRect|SkPathBuilder_addRRect,na,P3,Phase 9 optional,tracked,SkPath onAsPath() const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,Shader,~Shader,22,no,false_positive,SkBitmap_makeShader|SkBitmap_makeShader_withOptionalLocalMatrix|SkBitmap_makeShader_withTileModesLocalMatrix|SkBitmap_makeShader_withTileModesOptionalLocalMatrix|SkCanvas_clipShader|SkGradientShader_MakeLinear|SkGradientShader_MakeLinear4fWithFlags|SkGradientShader_MakeLinear4fWithInterpolation,false_positive,P0,Phase 10,coverage_polish,~Shader() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,Shader,getShader,22,no,missing,SkBitmap_makeShader|SkBitmap_makeShader_withOptionalLocalMatrix|SkBitmap_makeShader_withTileModesLocalMatrix|SkBitmap_makeShader_withTileModesOptionalLocalMatrix|SkCanvas_clipShader|SkGradientShader_MakeLinear|SkGradientShader_MakeLinear4fWithFlags|SkGradientShader_MakeLinear4fWithInterpolation,real_gap,P3,Phase 9 optional,tracked,const sk_sp<SkShader>& getShader() const { SkASSERT(!this->hasInval()); return fShader; },Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ShaderEffect,~ShaderEffect,45,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~ShaderEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ShaderEffect,Make,45,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<ShaderEffect> Make(sk_sp<RenderNode> child, sk_sp<Shader> shader = nullptr);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ShaderEffect,setShader,45,no,missing,,real_gap,P3,Phase 9 optional,tracked,void setShader(sk_sp<Shader>);,Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,MaskShaderEffect,Make,67,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<MaskShaderEffect> Make(sk_sp<RenderNode>, sk_sp<SkShader> = nullptr);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,~ImageFilter,85,no,false_positive,SkImageFilter_Deserialize|SkImageFilter_FactoryToName|SkImageFilter_NameToFactory|SkImageFilter_Register|SkImageFilter_asAColorFilter|SkImageFilter_asColorFilter|SkImageFilter_canComputeFastBounds|SkImageFilter_computeFastBounds,false_positive,P0,Phase 10,coverage_polish,~ImageFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,getFilter,85,no,missing,SkImageFilter_Deserialize|SkImageFilter_FactoryToName|SkImageFilter_NameToFactory|SkImageFilter_Register|SkImageFilter_asAColorFilter|SkImageFilter_asColorFilter|SkImageFilter_canComputeFastBounds|SkImageFilter_computeFastBounds,real_gap,P3,Phase 9 optional,tracked,const sk_sp<SkImageFilter>& getFilter() const { SkASSERT(!this->hasInval()); return fFilter; },Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,onRevalidate,85,no,missing,SkImageFilter_Deserialize|SkImageFilter_FactoryToName|SkImageFilter_NameToFactory|SkImageFilter_Register|SkImageFilter_asAColorFilter|SkImageFilter_asColorFilter|SkImageFilter_canComputeFastBounds|SkImageFilter_computeFastBounds,na,P3,Phase 9 optional,tracked,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) final;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,onRevalidateFilter,85,no,missing,SkImageFilter_Deserialize|SkImageFilter_FactoryToName|SkImageFilter_NameToFactory|SkImageFilter_Register|SkImageFilter_asAColorFilter|SkImageFilter_asColorFilter|SkImageFilter_canComputeFastBounds|SkImageFilter_computeFastBounds,na,P3,Phase 9 optional,tracked,virtual sk_sp<SkImageFilter> onRevalidateFilter() = 0;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
